Existence of hotels - does not exist,Total number of restaurants,Town,Existence of cafes - does not exist,refArea,Existence of touristic attractions prone to be exploited and developed - exists,Total number of guest houses,Observation URI,Existence of restaurants - does not exist,Total number of hotels,Existence of hotels - exists,Existence of restaurants - exists,Existence of initiatives and projects in the past five years to improve the tourism sector - exists,publisher,Total number of cafes,Existence of guest houses - exists,dataset,Existence of touristic attractions that can be expolited and developed - does not exist,Tourism Index,references,Existence of cafes - exists,Existence of guest houses - does not exist
1,1,Bsaba Baabda,1,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bsaba+Baabda,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,1,Bsaba Ech-Chouf,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bsaba+Ech-Chouf,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
0,5,Bsalim,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bsalim,0,2,1,1,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Bsalya,1,https://dbpedia.org/page/South_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bsalya,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Bsarma,0,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bsarma,1,0,0,0,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
0,0,Bsous,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bsous,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Btaaboura,1,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Btaaboura,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,1,Btalloun,1,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Btalloun,0,0,1,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Btater,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Btater,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Btedaai,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Btedaai,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Btedine El-Leqch,1,https://dbpedia.org/page/South_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Btedine+El-Leqch,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,-1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,1,Bteghrine,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bteghrine,0,0,0,1,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Btekhnay,1,http://dbpedia.org/resource/Baabda_District,0,10,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Btekhnay,1,0,0,0,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,1,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Btermaz,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Btermaz,1,0,0,0,1,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,1,1
0,0,Bterram,0,https://dbpedia.org/page/North_Governorate,0,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bterram,1,2,1,0,0,Impact Open Data,2,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,7,https://impact.cib.gov.lb/home#open_data_section,1,0
1,1,Btouratij,0,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Btouratij,0,0,0,1,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Byaqout,1,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Byaqout,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Bzal,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bzal,1,0,0,0,0,Impact Open Data,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Bziza,1,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bziza,1,0,0,0,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Bzoummar,1,http://dbpedia.org/resource/Keserwan_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bzoummar,1,1,1,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Chaaitiyeh-Malkiyah,0,http://dbpedia.org/resource/Tyre_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chaaitiyeh-Malkiyah,1,0,0,0,0,Impact Open Data,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,1,1
0,0,Chaat,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chaat,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,2,Chadra,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chadra,0,0,0,1,0,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
0,0,Chahtoul,0,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chahtoul,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,0,Chamaa,0,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chamaa,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Chamate,1,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chamate,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Chanay,0,http://dbpedia.org/resource/Aley_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chanay,1,0,0,0,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Chane,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chane,1,0,0,0,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
0,0,Chaouiyeh,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chaouiyeh,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Chaqdouf,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chaqdouf,1,0,0,0,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,1,Charbila,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Charbila,0,0,0,1,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Charbine El-Hermel,1,http://dbpedia.org/resource/Hermel_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Charbine+El-Hermel,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,2,Charoun,0,http://dbpedia.org/resource/Aley_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Charoun,0,1,1,1,1,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,1,Charqiyeh,0,https://dbpedia.org/page/Nabatieh_Governorate,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Charqiyeh,0,0,0,1,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,4,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Chartoun,1,http://dbpedia.org/resource/Aley_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chartoun,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,3,Chebaa,0,http://dbpedia.org/resource/Hasbaya_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chebaa,0,0,0,1,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,5,Chehabiyeh,1,http://dbpedia.org/resource/Tyre_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chehabiyeh,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Chehabiyeh Faour,1,http://dbpedia.org/resource/ZahlÃ©_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chehabiyeh+Faour,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Chehour,0,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chehour,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Cheikh Ayash,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Cheikh+Ayash,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Cheikh Mohammad,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Cheikh+Mohammad,1,0,0,0,0,Impact Open Data,7,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Cheikh Taba,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Cheikh+Taba,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Cheikh Zennad,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Cheikh+Zennad,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,2,Cheikhlar,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Cheikhlar,0,0,0,1,0,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,1,Chhim,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chhim,0,0,0,1,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,5,Chibtine,1,http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chibtine,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Chihine,1,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chihine,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Chikhane,1,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chikhane,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Chikka,0,http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chikka,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,3,Chimlane,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chimlane,0,0,0,1,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
0,4,Chiyah,0,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chiyah,0,1,1,1,1,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,2,Chlifa,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chlifa,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Chmistar,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chmistar,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Chnanaair,1,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chnanaair,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,5,Choualiq Jezzine,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Choualiq+Jezzine,0,0,0,1,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,3,Chouaya Hasbaiya,1,http://dbpedia.org/resource/Hasbaya_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chouaya+Hasbaiya,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Chouaya Maten,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chouaya+Maten,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,20,Choueifat El-Aamrousiyeh,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Choueifat+El-Aamrousiyeh,0,5,1,1,1,Impact Open Data,10,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Chouit,1,http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chouit,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,2,Choukine,0,https://dbpedia.org/page/Nabatieh_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Choukine,0,0,0,1,0,Impact Open Data,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Chourit,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chourit,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,3,Chtaura,1,http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chtaura,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Daghleh,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Daghleh,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,3,Dahr El-Ahmar,0,https://dbpedia.org/page/Beqaa_Governorate,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dahr+El-Ahmar,0,2,1,1,0,Impact Open Data,5,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,10,https://impact.cib.gov.lb/home#open_data_section,1,0
0,0,Dahr El-Maghara,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dahr+El-Maghara,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Dahr El-Qanbar,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dahr+El-Qanbar,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,2,Dahr Es-Souane El-Matn,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dahr+Es-Souane+El-Matn,0,0,0,1,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,2,Dahr Laissine,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dahr+Laissine,0,0,0,1,1,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Dalhoun,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dalhoun,1,0,0,0,0,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,1,1
0,0,Damalsa,0,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Damalsa,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,5,Damour,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Damour,0,2,1,1,0,Impact Open Data,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Daoura,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Daoura,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Daqqoun,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Daqqoun,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Dar Baaechtar,1,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dar+Baaechtar,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Dar Chmizzine,1,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dar+Chmizzine,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Daraaoun,0,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Daraaoun,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,3,Daraiya Ech-Chouf,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Daraiya+Ech-Chouf,0,0,0,1,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Daraiya Kesrouane,1,http://dbpedia.org/resource/Keserwan_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Daraiya+Kesrouane,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Darb Es-Sim,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Darb+Es-Sim,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Darine,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Darine,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
